"filename","image_url","name","office","party","date_int","w_cm","color_name"
"14445248.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445248.jpg","Work for Peace Nov 13 & 14 [picture of dove with plant]",,,,2.9,"black"
"14445247.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445247.jpg","Work for Peace Nov 13 & 14 [picture of dove with plant]",,,,3.7,"gray"
"14445246.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445246.jpg","Withdraw All the Troops Now Vote ""C"" Vietnam Referendum 70",,,,4.4,"gray"
"14445245.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445245.jpg","Why not coal? UMWA (nuclear plant towers)",,,,5.5,"black"
"14445244.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445244.jpg","Why do we kill people who kill people to show people that killing people is wrong?",,,,3.2,"black"
"14445243.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445243.jpg","When this button melts you are in the midst of an atomic attack",,,,3.2,"black"
"14445242.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445242.jpg","Wearing Buttons is not Enough",,,,3.1,"green"
"14445241.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445241.jpg","We Can Make A World of Difference",,,,3.7,"pink"
"14445240.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445240.jpg","We Are One",,,,3.6,"black"
"14445239.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445239.jpg","We Are All Zionists",,,,4,"pink"
"14445238.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445238.jpg","Watch Out I Vote",,,,5.8,"black"
"14445237.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445237.jpg","war is not healthy for children and other living things",,,,3.2,"black"
"14445236.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445236.jpg","Vote Yes",,,,4.5,"black"
"14445235.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445235.jpg","Vote Socialist Workers Party",,"Socialist Workers",,3.7,"orange"
"14445234.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445234.jpg","Vote No!",,,,5.6,"black"
"14445233.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445233.jpg","Vote No on Question 2",,,,4.4,"black"
"14445232.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445232.jpg","Vote Group 2 Brookline Democratic Comm.",,,,5.6,"black"
"14445231.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445231.jpg","Vote for Kindness",,,,3.8,"black"
"14445230.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445230.jpg","Vote Democratic",,"Democrat",,3.1,"red"
"14445229.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445229.jpg","Vote Democratic",,"Democrat",,3.2,"black"
"14445228.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445228.jpg","Vote Be counted!",,,,3.5,"pink"
"14445227.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445227.jpg","Vote and support the American Party",,"American",,4,"black"
"14445226.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445226.jpg","vote AFSCME",,,,3.7,"pink"
"14445225.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445225.jpg","Vota Deja oir tu voz!",,,,3.8,"gray"
"14445224.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445224.jpg","Viva la causa",,,,3.7,"black"
"14445223.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445223.jpg","Vietnamnesty Universal Unconditional",,,,3.8,"black"
"14445222.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445222.jpg","Vietnam for the Vietnamese",,,1960,4.5,"orange"
"14445221.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445221.jpg","Vermont Green up Environ Month",,,,3.7,"green"
"14445220.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445220.jpg","USSR Pioneer pin",,,,3,"black"
"14445219.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445219.jpg","USSR Pioneer pin",,,,3,"black"
"14445218.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445218.jpg","USSR 50 Years",,,,3.3,"black"
"14445217.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445217.jpg","Use alternative energy",,,,2.6,"black"
"14445216.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445216.jpg","Unicef",,,,3.2,"pink"
"14445215.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445215.jpg","U.S. Out of El Salvador",,,,4.4,"gray"
"14445214.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445214.jpg","turned off to save energy",,,,4.3,"pink"
"14445213.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445213.jpg","Total Amnesty Now!",,,,3.8,"red"
"14445212.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445212.jpg","Toimintaan elaman puolesta! (picture of dove and globe)",,,,3.5,"black"
"14445211.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445211.jpg","This is so sudden",,,,2,"gray"
"14445210.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445210.jpg","Third Liberty Loan [Liberty Bell]",,,,2.2,"gray"
"14445209.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445209.jpg","They Lie",,,,5.5,"brown"
"14445208.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445208.jpg","theta",,,,4.4,"green"
"14445207.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445207.jpg","theta",,,,3.2,"black"
"14445206.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445206.jpg","The Year of the Child",,,,2.5,"black"
"14445205.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445205.jpg","the year of choices March 13 September 18 November 6 '84",,,1984,3.6,"black"
"14445204.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445204.jpg","The Right to Abortion can be a Woman's Right to Life",,,,6,"green"
"14445203.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445203.jpg","The Pols",,,,1.5,"black"
"14445202.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445202.jpg","The Liberty and Union Taunton flag",,,,5.5,"pink"
"14445201.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445201.jpg","The Democratic Agenda",,"Democrat",,4,"pink"
"14445200.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445200.jpg","The 100 Club Kraus 1982",,,1982,4.4,"green"
"14445199.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445199.jpg","Tax Reform Don't Cut Human services Mass. Human Services Coalition",,,,4.5,"black"
"14445198.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445198.jpg","Students Against Driving Drunk SADD",,,,4.2,"black"
"14445197.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445197.jpg","Strength in Unity Local 285, C.A.C.",,,,5.5,"pink"
"14445196.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445196.jpg","Stop the Draft March 22 Washington DC",,,,3,"pink"
"14445195.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445195.jpg","Stop the Draft March 22 Washington DC",,,1960,4.2,"black"
"14445194.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445194.jpg","Stop the Draft",,,1960,4.5,"black"
"14445193.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445193.jpg","Stop the Draft",,,1960,4.4,"black"
"14445192.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445192.jpg","Stop the bombing Out now!",,,,5.6,"black"
"14445191.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445191.jpg","Stop the Arms Race! MACCAC",,,,3.7,"black"
"14445190.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445190.jpg","Stop Nuclear Power! Demonstrate at Shoreham June 3 SHAD Alliance",,,,5.4,"black"
"14445189.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445189.jpg","Stop Acid Rain",,,,4.4,"black"
"14445188.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445188.jpg","Stop ABM",,,,4.4,"black"
"14445187.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445187.jpg","Stop 100% Vote Yes on 1",,,,5.6,"pink"
"14445186.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445186.jpg","Solidarnosc",,,,4,"brown"
"14445185.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445185.jpg","soldier",,,,5.9,"black"
"14445184.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445184.jpg","Solar Employs Nuclear Destroys",,,,4,"black"
"14445183.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445183.jpg","Smoking Stinks",,,,5.7,"pink"
"14445182.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445182.jpg","Smile A.F.S.C.M.E. Delivers",,,,5.5,"black"
"14445181.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445181.jpg","Shut Down (picture of a nuclear power plant)",,,,4.2,"black"
"14445180.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445180.jpg","Shalom means Peace",,,,4.4,"black"
"14445179.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445179.jpg","Save the libraries",,,,5.6,"pink"
"14445178.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445178.jpg","Save our trains",,,,3,"black"
"14445177.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445177.jpg","Save Our Shores",,,,5.4,"pink"
"14445176.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445176.jpg","Save Energy Boston YWCA",,,,5.5,"pink"
"14445175.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445175.jpg","Ride a Bike for the Retarded May 4, 1980",,,1980,3.5,"gray"
"14445174.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445174.jpg","Re-Think Mississippi",,,,5.8,"black"
"14445173.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445173.jpg","Remember Oct. 9",,,,3.7,"black"
"14445172.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445172.jpg","Register to Vote",,,,4.2,"pink"
"14445171.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445171.jpg","register for peace Indianapolis May 22",,,,4,"purple"
"14445170.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445170.jpg","Re-elect the Congressman","Congress",,,3.2,"gray"
"14445169.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445169.jpg","re Creation 71",,,,3.8,"black"
"14445168.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445168.jpg","Radcliffe 1977",,,1977,4.5,"black"
"14445167.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445167.jpg","pssu your union.",,,,4,"pink"
"14445166.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445166.jpg","Proud to be a Democrat",,"Democrat",,4.4,"black"
"14445165.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445165.jpg","Progressive Caucus",,"Democrat",,4.4,"black"
"14445164.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445164.jpg","Peoples Peace Thru Peoples Power",,,,4.4,"pink"
"14445163.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445163.jpg","People love our parks.",,,,5.7,"black"
"14445162.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445162.jpg","People Above Politics",,,,3.6,"black"
"14445161.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445161.jpg","peace symbol",,,,2.5,"black"
"14445160.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445160.jpg","peace symbol",,,,3.2,"pink"
"14445159.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445159.jpg","Peace Now",,,,5.6,"black"
"#N/A","https://tracy-st.github.io/hks-political-buttons/images/#N/A","P.O.W.'S never have a nice day",,,,,
"14445157.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445157.jpg","Oxfam America",,,,2.5,"orange"
"14445156.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445156.jpg","Oxfam America",,,,2.5,"black"
"14445155.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445155.jpg","Out now April 15",,,,3.5,"pink"
"14445154.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445154.jpg","Organizing for NMHCA Rights Representation Responsibility Respect",,,,5.7,"black"
"14445153.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445153.jpg","OKIE",,,1968,1.7,"black"
"14445152.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445152.jpg","Nuclear Power? No Thanks",,,,4.4,"orange"
"14445151.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445151.jpg","nuclear moratorium",,,,4,"black"
"14445150.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445150.jpg","NOW national organization for women",,,,1.9,"black"
"14445149.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445149.jpg","Nov. 6 SMC",,,1970,2,"black"
"14445148.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445148.jpg","North Carolina ERA '77 First in Freedom",,,1977,4.4,"pink"
"14445147.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445147.jpg","Noise",,,,4.5,"black"
"14445146.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445146.jpg","No war toys",,,1960,2.5,"black"
"14445145.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445145.jpg","No Matep",,,,4.4,"black"
"14445144.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445144.jpg","NO Masco Power Plant",,,,3,"pink"
"14445143.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445143.jpg","No Hunger",,,,3.8,"black"
"14445142.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445142.jpg","No Harvard dollars for apartheid South Africa Solidarity Committee",,,,3.6,"brown"
"14445141.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445141.jpg","No deposit No return! [Statue of Liberty in a landfill]",,,,4.5,"black"
"14445140.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445140.jpg","No Bullshit Boycott Polaroid",,,,4.4,"black"
"14445139.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445139.jpg","New Democratic Coalition People & Politics Change it or Lose it",,"Democrat",,4.4,"pink"
"14445138.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445138.jpg","Mylai Kent Jackson Attica",,,,3.8,"black"
"14445137.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445137.jpg","My Heart Is On The Left. ADA",,"Democrat",,3,"black"
"14445136.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445136.jpg","My Heart Is On The Left. ADA",,"Democrat",,3,"black"
"14445135.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445135.jpg","Moratorium Boston Common May 5 Out Now",,,,4.4,"black"
"14445134.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445134.jpg","MIA Missing or Prisoner",,,,4.5,"black"
"14445133.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445133.jpg","Mental Illness Stop the Stigma",,,,5.5,"black"
"14445132.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445132.jpg","Medical Aid for Indochina",,,,3.8,"black"
"14445131.jpg","https://tracy-st.github.io/hks-political-buttons/images/14445131.jpg","May 14th Walk for Hunger",,,,3.8,"black"
